MWE,Regex,Quantity
Entrar na roda,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) na roda,37
Entrar no esquema,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) no esquema,28
Entrar no casulo,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) no casulo,4
Entrar no jogo,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) no jogo,525
Entrar pela janela,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) pela janela,184
Entrar pela porta da frente,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) pela porta da frente,77
Entrar pela porta dos fundos,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) pela porta dos fundos,39
Entregar o ouro,(entregar|entrego|entrega|entregando|entregado|entregava|entregarei|entregue|entreguei|entreguem|entregaremos|entreguemos|entregarás|entregaremos|entregaríamos|entregaria|entregarão|entregavam|entregaste|entregaríeis|entregastes|entregavas|entregávamos|entregáveis|entregais|entregas|entregueis|entregaram|entregada|entregados|entregadas) o ouro,26
Entrar por um ouvido e sair pelo outro,(entrar|entro|entras|entra|entramos|entrais|entram|entrava|entravas|entrava|entrávamos|entráveis|entravam|entrei|entrou|entrou|entramos|entrastes|entraram|entraria|entrarias|entraria|entraríamos|entraríeis|entrariam|entre|entres|entre|entremos|entreis|entrem|entrando|entrado|entra|entrai|entrem) por um ouvido e sair pelo outro,4
Entregar os pontos,(entregar|entrego|entrega|entregando|entregado|entregava|entregarei|entregue|entreguei|entreguem|entregaremos|entreguemos|entregarás|entregaremos|entregaríamos|entregaria|entregarão|entregavam|entregaste|entregaríeis|entregastes|entregavas|entregávamos|entregáveis|entregais|entregas|entregueis|entregaram|entregada|entregados|entregadas) os pontos,41
Entregue às moscas,(entrego|entregas|entrega|entregamos|entregam|entregarei|entregarás|entregará|entregaremos|entregarão|entregaria|entregarias|entregaria|entregaríamos|entregariam|entregava|entregavas|entregava|entregávamos|entregavam|entreguei|entregaste|entregou|entregamos|entregaram|entregue|entregues|entregue|entreguemos|entregueis|entreguem|entregando|entregado|entregada|entregados|entregadas|entregamento|entregamentos|entregador|entregadores|entregadora|entregadoras|entregado|entregada|entregados|entregadas) às moscas,3
Enxergar longe,(enxergar|enxergo|enxerga|enxergando|enxergado|enxergava|enxergarei|enxergue|enxerguei|enxerguem|enxergaremos|enxerguemos|enxergaríamos|enxergarão|enxergavam|enxergaste|enxergaríeis|enxergastes|enxergavas|enxergáveis|enxergávamos|enxergarás|enxergais|enxergaria|enxergas|enxergueis|enxergada|enxergados|enxergadas) longe,29
Enxugar gelo,(enxugar|enxugo|enxuga|enxugando|enxugado|enxugava|enxugarei|enxugue|enxuguei|enxuguem|enxuguemos|enxugaremos|enxugaríamos|enxugarão|enxugavam|enxugaríeis|enxugavas|enxugávamos|enxugarás|enxugáveis|enxugais|enxugaria|enxugas|enxugaste|enxugueis|enxugaram|enxugada|enxugados|enxugadas) gelo,82
Erguer a bandeira branca,(ergo|ergues|ergue|erguemos|ergueis|erguem|erga|ergas|ergamos|ergais|ergam|erguia|erguias|erguíamos|erguíeis|erguiam|ergui|ergueste|ergueu|ergueram|ergueria|erguerias|ergueríamos|ergueríeis|ergueriam|erguer|ergueres|erguermos|erguerdes|erguerem|erguendo|erguido|erguida|erguidos|erguidas) a bandeira branca,4
Erguer a cabeça,(ergo|ergues|ergue|erguemos|ergueis|erguem|erga|ergas|ergamos|ergais|ergam|erguia|erguias|erguíamos|erguíeis|erguiam|ergui|ergueste|ergueu|ergueram|ergueria|erguerias|ergueríamos|ergueríeis|ergueriam|erguer|ergueres|erguermos|erguerdes|erguerem|erguendo|erguido|erguida|erguidos|erguidas) a cabeça,71
Escapar pelos dedos,(escapo|escapas|escapa|escapamos|escapais|escapam|escape|escapes|escapemos|escapeis|escapem|escapava|escapavas|escapávamos|escapáveis|escapavam|escapei|escapaste|escapou|escapastes|escaparam|escaparei|escaparás|escapará|escaparemos|escapareis|escaparão|escaparia|escaparias|escaparíamos|escapariam|escapasse|escapasses|escapássemos|escapásseis|escapassem|escapar|escapares|escaparmos|escapardes|escaparem|escapando) pelos dedos,4
Escolher a dedo,(escolho|escolhes|escolhe|escolhemos|escolheis|escolhem|escolha|escolhas|escolhamos|escolhais|escolham|escolhia|escolhias|escolhíamos|escolhíeis|escolhiam|escolhi|escolheste|escolheu|escolhestes|escolheram|escolherei|escolherás|escolherá|escolheremos|escolhereis|escolherão|escolheria|escolherias|escolheríamos|escolheríeis|escolheriam|escolhesse|escolhesses|escolhêssemos|escolhêsseis|escolhessem|escolher|escolheres|escolhermos|escolherdes|escolherem|escolhendo) a dedo,50
Esconder o jogo,(escondo|escondes|esconde|escondemos|escondeis|escondem|esconda|escondas|escondamos|escondais|escondam|escondia|escondias|escondíamos|escondíeis|escondiam|escondi|escondeste|escondeu|escondestes|esconderam|esconderei|esconderás|esconderá|esconderemos|escondereis|esconderão|esconderia|esconderias|esconderíamos|esconderíeis|esconderiam|escondesse|escondesses|escondêssemos|escondêsseis|escondessem|esconder|esconderes|escondermos|esconderdes|esconderem|escondendo) o jogo,47
Escorrer por entre os dedos,(escorro|escorres|escorre|escorremos|escorreis|escorrem|escorra|escorras|escorramos|escorrais|escorram|escorria|escorrias|escorríamos|escorríeis|escorriam|escorri|escorreste|escorreu|escorrestes|escorreram|escorrerei|escorrerás|escorrerá|escorreremos|escorrereis|escorrerão|escorreria|escorrerias|escorreríamos|escorreríeis|escorreriam|escorresse|escorresses|escorrêssemos|escorrêsseis|escorressem|escorrer|escorreres|escorrermos|escorrerdes|escorrerem|escorrendo) por entre os ded,2
Esfregar __ na cara,(esfrego|esfregas|esfrega|esfregamos|esfregais|esfregam|esfregue|esfregues|esfreguemos|esfregueis|esfreguem|esfregava|esfregavas|esfregávamos|esfregáveis|esfregavam|esfreguei|esfregaste|esfregou|esfregastes|esfregaram|esfregarei|esfregarás|esfregará|esfregaremos|esfregareis|esfregarão|esfregaria|esfregarias|esfregaríamos|esfregariam|esfregasse|esfregasses|esfregássemos|esfregásseis|esfregassem|esfregar|esfregares|esfregarmos|esfregardes|esfregarem|esfregando).* na cara,154
Esfregar na cara,(esfrego|esfregas|esfrega|esfregamos|esfregais|esfregam|esfregue|esfregues|esfreguemos|esfregueis|esfreguem|esfregava|esfregavas|esfregávamos|esfregáveis|esfregavam|esfreguei|esfregaste|esfregou|esfregastes|esfregaram|esfregarei|esfregarás|esfregará|esfregaremos|esfregareis|esfregarão|esfregaria|esfregarias|esfregaríamos|esfregariam|esfregasse|esfregasses|esfregássemos|esfregásseis|esfregassem|esfregar|esfregares|esfregarmos|esfregardes|esfregarem|esfregando) na cara,111
Esperar a poeira abaixar,(espero|esperas|espera|esperamos|esperais|esperam|espere|esperes|esperemos|espereis|esperem|esperava|esperavas|esperávamos|esperáveis|esperavam|esperei|esperaste|esperou|esperastes|esperaram|esperarei|esperarás|esperará|esperaremos|esperareis|esperarão|esperaria|esperarias|esperaríamos|esperariam|esperasse|esperasses|esperássemos|esperásseis|esperassem|esperar|esperares|esperarmos|esperardes|esperarem|esperando) a poeira abaixar,1
Esperar a poeira assentar,(espero|esperas|espera|esperamos|esperais|esperam|espere|esperes|esperemos|espereis|esperem|esperava|esperavas|esperávamos|esperáveis|esperavam|esperei|esperaste|esperou|esperastes|esperaram|esperarei|esperarás|esperará|esperaremos|esperareis|esperarão|esperaria|esperarias|esperaríamos|esperariam|esperasse|esperasses|esperássemos|esperásseis|esperassem|esperar|esperares|esperarmos|esperardes|esperarem|esperando) a poeira assentar,1
Esperar a poeira baixar,(espero|esperas|espera|esperamos|esperais|esperam|espere|esperes|esperemos|espereis|esperem|esperava|esperavas|esperávamos|esperáveis|esperavam|esperei|esperaste|esperou|esperastes|esperaram|esperarei|esperarás|esperará|esperaremos|esperareis|esperarão|esperaria|esperarias|esperaríamos|esperariam|esperasse|esperasses|esperássemos|esperásseis|esperassem|esperar|esperares|esperarmos|esperardes|esperarem|esperando) a poeira baixar,12
Espumar de raiva,(espumo|espumas|espuma|espumamos|espumais|espumam|espume|espumes|espumemos|espumeis|espumem|espumava|espumavas|espumávamos|espumáveis|espumavam|espumei|espumaste|espumou|espumastes|espumaram|espumarei|espumarás|espumará|espumaremos|espumareis|espumarão|espumaria|espumarias|espumaríamos|espumariam|espumasse|espumasses|espumássemos|espumásseis|espumassem|espumar|espumares|espumarmos|espumardes|espumarem|espumando) de raiva,9
Esquentar a cabeça,(esquento|esquentas|esquenta|esquentamos|esquentais|esquentam|esquente|esquentes|esquentemos|esquenteis|esquentem|esquentava|esquentavas|esquentávamos|esquentáveis|esquentavam|esquentei|esquentaste|esquentou|esquentastes|esquentaram|esquentarei|esquentarás|esquentará|esquentaremos|esquentareis|esquentarão|esquentaria|esquentarias|esquentaríamos|esquentariam|esquentasse|esquentasses|esquentássemos|esquentásseis|esquentassem|esquentar|esquentares|esquentarmos|esquentardes|esquentarem|esquentando) a cabeça,67
Estar a caminho,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) a caminho,4269
Estar alto,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) alto,283
Estar atravessado na garganta,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) atravessado na garganta,2
Estar bem de vida,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) bem de vida,20
Estar cagando e andando,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) cagando e andando,1
Estar chumbado,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) chumbado,2
Estar com a barriga roncando,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a barriga roncando,0
Estar com a bola toda,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a bola toda,11
Estar com a corda toda,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a corda toda,18
Estar com a espada na cabeça,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a espada na cabeça,0
Estar com a faca e o queijo na mão,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a faca e o queijo na mão,7
Estar com a macaca,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a macaca,6
Estar com a vida feita,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com a vida feita,0
Estar com moral,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com moral,2
Estar com nada,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com nada,109
Estar com o diabo no corpo,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com o diabo no corpo,2
Estar com o pé na cova,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com o pé na cova,17
Estar com todo o gás,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com todo o gás,3
Estar com um nó na garganta,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) com um nó na garganta,3
Estar como um peixe d’água,(estar|estou|estás|está|estamos|estais|estão|estive|estiveste|esteve|estivemos|estivestes|estiveram|estarei|estarás|estará|estaremos|estareis|estarão|estava|estavas|estava|estávamos|estáveis|estavam|estivera|estiveras|estivera|estivéramos|estivéreis|estiveram|estaria|estarias|estaria|estaríamos|estaríeis|estariam) como um peixe d’água,0
